web_url,headline,top,common,demonym,city,month,year
https://query.nytimes.com/gst/abstract.html?res=9A00E6D7153FE433A25750C2A9679D946197D6CF,AN OVATION FOR KRUEGER; Marseilles Goes Wild Over Former Transvaal President. He Declares Boers Will Never Surrender and that British Wage Savage Warfare -- An Anti-Brittsh Demomstration.,united kingdom,south africa (boer),united kingdom (british),france (marseille),11,1900
https://query.nytimes.com/gst/abstract.html?res=9D06E1D8153DE433A25750C0A9649D946197D6CF,KAISER SNUBS MR. KRUEGER; Refuses to Receive the Boer Leader at Berlin. Latter Said to Be Much Disheartened -- Rumor Says He Has Been Asked to Avoid Belgian Territory -- London Press Exults.,united kingdom,south africa (boer),belgium (belgian),germany (berlin) : united kingdom (london),12,1900
https://query.nytimes.com/gst/abstract.html?res=9D07E0DD1330E132A25752C1A9679C946097D6CF,"BIG STEEL COMBINE FORMING IN LONDON; English, American, and Canadian Companies to Join Interests.",united kingdom,,canada (canadian),united kingdom (london),01,1901
https://query.nytimes.com/gst/abstract.html?res=9F03EED7133BE733A25754C2A9649C946097D6CF,"EXECUTIONS IN PEKING; Chi-Hsin and Hsu-Cheng-Yu Are Publicly Beheaded. German Report Says Great Britain, France, and America Demand Lives of Still More Chinamen.",united kingdom,france (france) : united kingdom (britain),china (chinamen) : germany (german),,02,1901
https://query.nytimes.com/gst/abstract.html?res=9505E3D6143DE433A25750C1A9659C946097D6CF,"ANGLO-RUSSIAN FRICTION; Acrimonious Dispute Over a Piece of Land at Tien-Tsin. THE BRITISH EMPLOY FORCE Railway Company Now Holds the Property, Guards Having Been Put on It by Order of Gen. Barrow.",russia,,united kingdom (british) : russia (russian),,03,1901
https://query.nytimes.com/gst/abstract.html?res=9D00EED71E38E733A25751C2A9629C946097D6CF,RUSSIA STANDS FIRM.,russia,russia (russia),,,04,1901
https://query.nytimes.com/gst/abstract.html?res=9400E0DA1030E132A25753C3A9639C946097D6CF,AMERICA'S FUTURE POLICY.; London Paper Says Insular Case Decision Modifies the Relation of the United States to Europe.,united kingdom,,,united kingdom (london),05,1901
https://query.nytimes.com/gst/abstract.html?res=9B05EED81139EF32A25754C2A9609C946097D6CF,SAVED A BURNING VESSEL.; Heroic Act of Two of the Ship's Officers Prevented Destruction of a British Mule Transport.,united kingdom,,united kingdom (british),,06,1901
https://query.nytimes.com/gst/abstract.html?res=9B03E6DC163BE733A2575AC2A9619C946097D6CF,INQUIRY INTO BRITON'S CLAIM.; Man Who Had Trouble with Colorado Citizens Summoned to Washington.,united kingdom,united kingdom (briton),,,07,1901
https://query.nytimes.com/gst/abstract.html?res=9D0CE5DF103EE333A25750C2A96E9C946097D6CF,LATIN REPUBLICS WARNED.; London Paper Says If Disorders Continue Permanent American Intervention May Be Necessary.,united kingdom,,,united kingdom (london),08,1901
https://query.nytimes.com/gst/abstract.html?res=9F03E5D8143FE433A25753C2A96F9C946097D6CF,"""THE GREAT MILLIONAIRE.""; Cecil Raleigh's New Melodrama Produced at Drury Lane Theatre, London -- Dramatic Motive Weak.",united kingdom,,,united kingdom (london),09,1901
https://query.nytimes.com/gst/abstract.html?res=9400E6DA1130E132A2575BC0A9669D946097D6CF,LONDON TIMES'S VIEWS.; Says Mr. Roosevelt Has Never Hitherto Had To Deal with Complicated Political Problems.,united kingdom,,,united kingdom (london),10,1901
https://query.nytimes.com/gst/abstract.html?res=9E06E0D7143FE433A25750C0A9679D946097D6CF,LORD PAUNCEFOTE BACK WITH CANAL TREATY; It Is Said to Abrogate Clayton-Bulwer Convention. England Gives Full Consent to Exclusive-Control of Nicaraguan Route By This Country -- No Hint of Quid Pro Quo.,united kingdom,united kingdom (england),nicaragua (nicaraguan),,11,1901
https://query.nytimes.com/gst/abstract.html?res=9E05EFDB1E39EF32A25751C0A9649D946097D6CF,THE CAPE COLONY RAIDERS.; Eight British Columns Opposed to Thirteen Commandos -- Nothing to Prevent Latter Escaping North.,united kingdom,,united kingdom (british),,12,1901
https://query.nytimes.com/gst/abstract.html?res=9F0DEED71430E733A25756C1A9679C946397D6CF,LONDON WORKINGMEN PROTEST.; Pass Resolutions Against the Influx of Pauper Aliens.,united kingdom,,,united kingdom (london),01,1902
https://query.nytimes.com/gst/abstract.html?res=9E05E3DB1530E733A2575BC0A9649C946397D6CF,PRINCE SLAIN IN A DUEL?; Reports Received in London Indicate that Prince Galatzin Fell in a Fight with His Brother-in-Law.,united kingdom,,,united kingdom (london),02,1902
https://query.nytimes.com/gst/abstract.html?res=9E02EED61530E733A25757C0A9659C946397D6CF,BRITISH WAR OFFICE TRIED TO ECONOMIZE; Appeals for Horses in South Africa Were Coldly Received. Blue Book on Remount Department Shows Continual Conflict Between the Generals and the London Officials.,united kingdom,south africa (south africa),united kingdom (british),united kingdom (london),03,1902
https://query.nytimes.com/gst/abstract.html?res=9905E7DA1230E733A25757C0A9629C946397D6CF,"THE KAISER BLAMED FOR THE BOER WAR; His Telegram to Kruger in 1896 Declared to Have Caused It. Burghers Counted on His Aid, and, It Is Said, Prepared to Wrest South Africa from the British.",united kingdom,south africa (south africa),united kingdom (british),,04,1902
https://query.nytimes.com/gst/abstract.html?res=9401E4DE113DEE32A2575BC2A9639C946397D6CF,MONT PELEE AGAIN IN ACTIVE ERUPTION; Fort de France Alarmed When Last News Was Sent.,france,france (france),,,05,1902
https://query.nytimes.com/gst/abstract.html?res=9B01E6DD113DEE32A25752C0A9609C946397D6CF,WHAT PARISIAN DIPLOMATS THINK.; Name of the British Ambassador in Berlin Brought Forward.,united kingdom,,united kingdom (british),germany (berlin),06,1902
https://query.nytimes.com/gst/abstract.html?res=9901E1D71330E733A25756C1A9619C946397D6CF,"MR. CHAMBERLAIN'S FUTURE.; London Times Says He Will Keep His Present Post, but It Is Rumored that He May Succeed Hicks-Beach.",united kingdom,,,united kingdom (london),07,1902
https://query.nytimes.com/gst/abstract.html?res=940DEFD6173BE733A25752C1A96E9C946397D6CF,THE KING'S GIFT TO THE BRITISH NATION; His Majesty Presents Osborne House to His People. SPECIAL SERVICES IN LONDON King Edward at the Chapel Royal -- His Condition in Every Way Satisfactory -- St. Paul's Cathedral Crowded.,united kingdom,,united kingdom (british),united kingdom (london),08,1902
https://query.nytimes.com/gst/abstract.html?res=9D0CE3D8113DEE32A25756C0A96F9C946397D6CF,TO IMPORT ANTHRACITE COAL.; Eight Thousand Tons to be Brought Here from London -- Foreign Coal for Philadelphia Schools.,united kingdom,,,united kingdom (london),09,1902
https://query.nytimes.com/gst/abstract.html?res=9B05E4D61E3BE733A2575BC0A9669D946397D6CF,CUP CHALLENGE MAILED; Sir Thomas Lipton Will Again Send a Yacht to Compete Here. THINKS HIS CHANCES GOOD The Document Will Leave Liverpool To-day on the Oceanic--Several Defenders May Claim Attention.,united kingdom,,,united kingdom (liverpool),10,1902
https://query.nytimes.com/gst/abstract.html?res=9B05E0D91E3DEE32A25750C2A9679D946397D6CF,ENGLAND FAVORS ANARCHISTS.; Refuses to Join in International Movement Against Them.,united kingdom,united kingdom (england),,,11,1902
https://query.nytimes.com/gst/abstract.html?res=9B00EFDE163AE733A25756C1A9649D946397D6CF,To be British Military Attache.,united kingdom,,united kingdom (british),,12,1902
https://query.nytimes.com/gst/abstract.html?res=9A05EFDF1F3DEE32A25754C1A9679C946297D6CF,DISTRICT ATTORNEY'S DETECTIVE IS SHOT; Sergt. Welsh Fatally Wounded at the Black Cat.,united kingdom,,united kingdom (welsh),,01,1903
https://query.nytimes.com/gst/abstract.html?res=9505EEDB1E30E132A2575BC0A9649C946297D6CF,"THE ALLIANCE DEFENDED.; Lord Hamilton of British Cabinet Says Germany Has ""Behaved Throughout with Perfect Propriety.""",united kingdom,germany (germany),united kingdom (british),bermuda (hamilton) : canada (hamilton),02,1903
https://query.nytimes.com/gst/abstract.html?res=9F06E0DB1E30E733A25755C2A9659C946297D6CF,DEEP SORROW IN LONDON.; But It Is Felt It Was Better for Macdonald to Die as He Did Than Face Dishonor.,united kingdom,,,united kingdom (london),03,1903
https://query.nytimes.com/gst/abstract.html?res=9F0CE1D61E30E733A2575BC1A9629C946297D6CF,A FRESH RUSSIAN EXCUSE FOR KEEPING NIU-CHWANG.; Delay in Restoring City to China Said to be Due to Presence of British and American Gunboats There.,united kingdom,china (china),united kingdom (british) : russia (russian),,04,1903
https://query.nytimes.com/gst/abstract.html?res=9500E1D61F30E733A2575BC1A9639C946297D6CF,MRS. BEDFORD WILL BE ARRAIGNED TO-DAY.; Charge of Making False Declaration of Birth Will Be Preferred Against Her in London.,united kingdom,,,united kingdom (london),05,1903
https://query.nytimes.com/gst/abstract.html?res=9B03E3DF1F3BEE33A25754C1A9609C946297D6CF,ROYAL FUNCTION POSTPONED.; Alarm in London Over Change of Date for King Edward's Review at Aldershot.,united kingdom,,,united kingdom (london),06,1903
https://query.nytimes.com/gst/abstract.html?res=9B02E4DE1739E433A25757C0A9619C946297D6CF,REPORTED DEMAND FOR MANCHURIA'S EVACUATION; Joint Ultimatum Said to Have Been Sent to China. Japan and Britain Allege That the Oc- cupation of Chinese Territory Threatens the Maintenance of Peace.,united kingdom,china (china) : united kingdom (britain) : japan (japan),china (chinese),,07,1903
https://query.nytimes.com/gst/abstract.html?res=9506E5D71339E333A25757C2A96E9C946297D6CF,NEW MACEDONIAN REVOLT SPREADING; Situation in Adrianople Valiyyet Verging on Panic. Results of the Fighting So Far in Favor of the Insurgents -- Annihilation of a Turkish Regiment Reported.,turkey,,macedonia (macedonian) : turkey (turkish),,08,1903
https://query.nytimes.com/gst/abstract.html?res=9E00E5DE1439E433A25751C0A96F9C946297D6CF,SCOTLAND YARD WANTS HIM.,united kingdom,united kingdom (scotland),,,09,1903
https://query.nytimes.com/gst/abstract.html?res=9B00E1DB1439E433A25750C0A9669D946297D6CF,ANOTHER MASSACRE OF JEWS IN RUSSIA?; Paper Which First Reported the Kishineff Riots Says 300 Have Been Killed at Mohileff-Podolsky.,russia,russia (russia),,,10,1903
https://query.nytimes.com/gst/abstract.html?res=9800E7D91039E333A25751C1A9679D946297D6CF,STREET RIOT AT BOGOTA; Populace Comes Into Conflict With the Troops. Several Wounded -- Martial Law Proclaimed -- Citizens Denounce President -- Washington Developments.,colombia,,,colombia (bogota),11,1903
https://query.nytimes.com/gst/abstract.html?res=9507E0DC1539E433A25753C3A9649D946297D6CF,"THREATS OF PANAMA; Further Proof That Colombia Was Warned of Rebellion. Beaupre Dispatches, Not Heretofore Published, Also Tend to Confirm Theory of Hold-up Plot.",panama,colombia (colombia) : panama (panama),,,12,1903
https://query.nytimes.com/gst/abstract.html?res=9400E7DC103DE633A25751C2A9679C946597D6CF,PERSECUTED BY RUSSIANS.; It Will Probably Be Necessary to Remove All the Japanese from Vladivostok.,russia,,japan (japanese) : russia (russian),russia (vladivostok),01,1904
https://query.nytimes.com/gst/abstract.html?res=9903EFDA1E3AE733A25755C0A9649C946597D6CF,JAPAN GIVES UP HOPE OF PEACE; Has Not Received Russia's Reply and May Not Wait for It. Baron Hayashi Says a Russian Refusal to Sign a Treaty Regarding Manchuria Will Mean War.,russia,japan (japan) : russia (russia),russia (russian),,02,1904
https://query.nytimes.com/gst/abstract.html?res=9F06E2DC1238E733A25750C0A9659C946597D6CF,MASSING AT PING-YANG.; Russians Learn That Strong Force of Japanese Is Assembling.,russia,,japan (japanese) : russia (russian),,03,1904
https://query.nytimes.com/gst/abstract.html?res=9D06E6DB163EE033A2575AC2A9629C946597D6CF,VLADIVOSTOK SHIPS' PERIL.; Saved from Japanese by Fog -- Report That They Are Back in Port.,russia,,japan (japanese),russia (vladivostok),04,1904
https://query.nytimes.com/gst/abstract.html?res=9404EFDF113DE633A25756C2A9639C946597D6CF,AMERICA MAY ACT ON RUSSIAN MINE LAYING; Naval Attaches Told to Report as to Danger to Shipping. THE PRESIDENT TO DECIDE More Denunciation Here and In England of Russia's Promiscuous Scattering of Mines at Sea.,russia,united kingdom (england),russia (russian),,05,1904
https://query.nytimes.com/gst/abstract.html?res=9802E1D71130E233A2575BC1A9609C946597D6CF,RUSSIAN VALOR AT VAFANGOW.; Soldiers Sang as They Rushed to Battle -- Shelled by 200 Guns. KUROPATKIN HURRIES TO SAVE STAKELBERG,russia,,russia (russian),,06,1904
https://query.nytimes.com/gst/abstract.html?res=9E00E5DF113BE631A2575BC1A9619C946597D6CF,RUSSIAN GOVERNOR SLAIN.; Killed in Village in Government of Elizabethpol Probably by Armenians.,russia,,armenia (armenian) : russia (russian),,07,1904
https://query.nytimes.com/gst/abstract.html?res=9805E5DA1230E132A2575AC0A96E9C946597D6CF,RUSSIANS DISABLE 3 JAPANESE SHIPS; Cruiser Chiyoda Reported Sunk by Mine at Port Arthur.,russia,,japan (japanese) : russia (russian),,08,1904
https://query.nytimes.com/gst/abstract.html?res=9800E1D71230E132A2575AC1A96F9C946597D6CF,SEAL POACHER'S SHIP SUNK.; Her British Skipper Captured by Russians Off Pribiloff Islands.,russia,,united kingdom (british) : russia (russian),,09,1904
https://query.nytimes.com/gst/abstract.html?res=9A07EFD71230EE32A2575BC2A9669D946597D6CF,SAYS BRITAIN WILL DO DUTY.; London Times Declares Full Redress from Russia Will Be Obtained.,russia,united kingdom (britain) : russia (russia),,united kingdom (london),10,1904
https://query.nytimes.com/gst/abstract.html?res=9A00E1DD113BE631A25752C1A9679D946597D6CF,RUSSIAN OFFICIALS' VIEWS.,russia,,russia (russian),,11,1904
https://query.nytimes.com/gst/abstract.html?res=9402E2DA163DE733A25752C3A9649D946597D6CF,RUSSIANS DRIVEN FROM PORT ARTHUR NEW TOWN; Chefoo Hears of Important Japanese Success at Fortress. DEFENDER DESPAIRS OF AID Writes That Line of Defense Is Hopelessly Broken -- Garrison Determined to Die Fighting.,russia,,japan (japanese) : russia (russian),,12,1904
https://query.nytimes.com/gst/abstract.html?res=9B0DE7D8163DE733A25755C2A9679C946497D6CF,"CZAR PROMISES AID TO WORKMEN; Proclaims Plan for Shorter Day and Other Reforms. RIOT IN FINNISH CAPITAL Strike Is Still Spreading, But Disorders Are Not Serious -- Workmen in Moscow Remain Quiet.",russia,,finland (finnish),russia (moscow),01,1905
https://query.nytimes.com/gst/abstract.html?res=9807E0D8163DE733A25754C0A9649C946497D6CF,RUSSIAN NOBLES PLEAD.; Urge Czar to Grant the People a Voice in National Affairs.,russia,,russia (russian),,02,1905
https://query.nytimes.com/gst/abstract.html?res=9D02E1DA133AE733A25752C1A9659C946497D6CF,RUSSIA LOOKS TO PEACE.; Many of War Party Declare It Must Follow Defeat.,russia,russia (russia),,,03,1905
https://query.nytimes.com/gst/abstract.html?res=9403E0D6173DE433A25757C2A9629C946497D6CF,"CANNONADING HEARD NEAR KAMRANH BAY; Russians Believed to Have Engaged Some Japanese Ships. ADMIRAL ROJESTVENSKY ILL Three Warships, Supposed to be Japanese, Near Manila, and Admiral Kamimura Is Expected There.",russia,,japan (japanese) : russia (russian),philippines (manila),04,1905
https://query.nytimes.com/gst/abstract.html?res=9F0CEEDA1E3DE633A25751C1A9639C946497D6CF,RUSSIAN SHIPS OFF JAPAN?; Two Vessels from Vladivostok Said to Have Been Seen.,russia,japan (japan),russia (russian),russia (vladivostok),05,1905
https://query.nytimes.com/gst/abstract.html?res=9A07E3DE103AE733A25756C0A9609C946497D6CF,TREPOFF TO CHECK RUSSIA FOR CZAR; Police Dictator Named -- Answer to Demands for Liberty. RIOT NEAR IMPERIAL PALACE Great Concert Audience Demands Peace and Fights Police -- Many Hurt in a Panic.,russia,russia (russia),,,06,1905
https://query.nytimes.com/gst/abstract.html?res=950CE2D6143AE733A25753C3A9619C946497D6CF,SATO'S REMARKS RESENTED.; Tone of the Russian Newspapers Grows More Warlike. HAS NOT PREDICTED JAPAN'S PEACE TERMS,russia,japan (japan),russia (russian),,07,1905
https://query.nytimes.com/gst/abstract.html?res=9507E3D7113BE631A25752C2A96E9C946497D6CF,ARBITRATION IS PRESIDENT'S PLAN; He Wants Russia and Japan to Consent to It. CZAR AND COUNCIL FIRM Are Reported to Have Decided Against Concessions -- Issue Now Out of Envoys' Hands.,russia,japan (japan) : russia (russia),,,08,1905
https://query.nytimes.com/gst/abstract.html?res=9404EEDA1130E333A25757C1A96F9C946497D6CF,RIOT IN YOKOHAMA.; Many Policemen Hurt -- Plan to Receive Komura with Funeral Rites.,japan,,,japan (yokohama),09,1905
https://query.nytimes.com/gst/abstract.html?res=9803E2D6103AE733A25757C2A9669D946497D6CF,"MIGHTY ARMY FACED JAPANESE; Attaches Say Russia Had Considerably Over 1,000,000 Men.",russia,russia (russia),japan (japanese),,10,1905
https://query.nytimes.com/gst/abstract.html?res=9803E0D6113BE631A25754C2A9679D946497D6CF,RUSSIA SULTAN'S EVIL GENIUS.; Oscar S. Straus's View -- He Says Turkey Needs a Constitution.,russia,russia (russia) : turkey (turkey),,,11,1905
https://query.nytimes.com/gst/abstract.html?res=990CE0DA1F3DE633A25753C2A9649D946497D6CF,A GENERAL STRIKE ALL OVER RUSSIA; People's Leaders Reply to the Government's Challenge. FINANCIAL RUIN IS FEARED Bourse Committee Implores Witte to Prevent the Destruction of Countless Industries. A GENERAL STRIKE ALL OVER RUSSIA,russia,russia (russia),,,12,1905
https://query.nytimes.com/gst/abstract.html?res=9903E3DD1531E733A25753C3A9679C946797D6CF,"ROBERTS FOR 1,000,000 MEN.; Field Marshal Again Warns Britain of Her Peril from War.",united kingdom,united kingdom (britain),,,01,1906
https://query.nytimes.com/gst/abstract.html?res=9905EEDA103EE733A2575AC0A9649C946797D6CF,"$1,347,382 TO HAMILTON FROM NEW YORK LIFE; He and McCall to be Sued for an Accounting for $1,074,774. FOWLER REPORT IS ADOPTED It Discloses Payments of $144,000 in Three Years Through the Paris Office to the ""Judge"" and McCall.",france,,,bermuda (hamilton) : canada (hamilton) : france (paris),02,1906
https://query.nytimes.com/gst/abstract.html?res=9E0DE3DF1531E733A25755C0A9659C946797D6CF,"CRISIS AT ALGECIRAS; NO GERMAN CONCESSION; Russia Proposes That France and Spain Control Police. RADOWITZ OPPOSES PROJECT France Is Willing to Accept It, and It Is Indorsed by Spain, Portugal and England.",germany,spain (spain) : france (france) : united kingdom (england) : portugal (portugal) : russia (russia),germany (german),,03,1906
https://query.nytimes.com/gst/abstract.html?res=9D03E5D61531E733A2575BC2A9629C946797D6CF,KING EDWARD AT VESUVIUS.; Starts for the Volcano from Naples with the Queen in an Auto.,italy,,,italy (naples),04,1906
https://query.nytimes.com/gst/abstract.html?res=9804E4D7113EE733A25750C1A9639C946797D6CF,"ROB MRS. E. LOWBER WELSH.; Ex-Butler Suspected of Having Stolen Over $10,000 Worth of Jewels.",united kingdom,,united kingdom (welsh),,05,1906
https://query.nytimes.com/gst/abstract.html?res=9405E4DF1E3EE733A25750C0A9609C946797D6CF,BARRYMORE BETROTHAL OFF.; Actress Is Not to Marry Capt. Graham of the British Army.,united kingdom,,united kingdom (british),,06,1906
https://query.nytimes.com/gst/abstract.html?res=9E03E2DE1E3BE631A25755C1A9619C946797D6CF,MIDNIGHT TRIP ON THE SOUND.; Mrs. Carter Astonished New London Colonists -- No Payne There.,united kingdom,,,united kingdom (london),07,1906
https://query.nytimes.com/gst/abstract.html?res=980DE6D8113AE733A25755C0A96E9C946797D6CF,CAN'T SAVE THE MONTAGU.; British Admiralty Abandons Attempts to Refloat Battleship.,united kingdom,,united kingdom (british),,08,1906
https://query.nytimes.com/gst/abstract.html?res=9407EEDA1231E733A25752C2A96F9C946797D6CF,"CUBA'S INDEPENDENCE IN THE BALANCE---TAFT; He Warns Leaders Their Country's Existence Is at Stake. TALK OF ANNEXATION PLEA Business Men Considering a Petition -- Guerra, with 5,000 Rebels, Twenty-one Miles from Havana. CUBA'S INDPEENDENCE IN THE BALANCE -- TAFT",cuba,cuba (cuba),,cuba (havana),09,1906
https://query.nytimes.com/gst/abstract.html?res=9A07E2DF1631E733A25755C0A9669D946797D6CF,LONDON A SPENDTHRIFT.; Recklessness of the Borough Councils Has Made the Taxes Soar.,united kingdom,,,united kingdom (london),10,1906
https://query.nytimes.com/gst/abstract.html?res=9B07E7DF1331E733A25753C1A9679D946797D6CF,LONDON REVIEWS SCORE US.; Spectator Says There Is Something Rotten in American Society.,united kingdom,,,united kingdom (london),11,1906
https://query.nytimes.com/gst/abstract.html?res=950DE5DD1331E733A2575BC0A9649D946797D6CF,"RICH AMBASSADOR? OH, NO.; Simplicity Is What Washington Likes, According to One Briton.",united kingdom,united kingdom (briton),,,12,1906
https://query.nytimes.com/gst/abstract.html?res=9B07E2D61638E033A25754C1A9679C946697D6CF,"JAMAICA'S DEAD MAY REACH 1,000; Earthquake Spread Ruin Over the Island. KINGSTON FACES FAMINE American Warships Join in Rush to Give Relief. NEGROES ARE LOOTING Business District in Ruins -- Many Millions Lost -- American Tourists Safe. LONDON TIMES -- NEW YORK TIMES.",united kingdom,jamaica (jamaica),,united kingdom (london) : jamaica (kingston) : norfolk island (kingston),01,1907
https://query.nytimes.com/gst/abstract.html?res=9A07E7D9163EE033A25756C1A9649C946697D6CF,JAPAN AGREEMENT HELD UP IN SENATE; Some Southern Members Disposed to Obstruct the Immigration Bill. IT SATISFIES JAPAN And Lodge Had Promised the President That It Would Be Put Through Yesterday. JAPAN AGREEMENT HELD UP IN SENATE,japan,japan (japan),,,02,1907
https://query.nytimes.com/gst/abstract.html?res=9A07E1DF1E30E233A25751C0A9659C946697D6CF,BIG ART ROBBERY IN PARIS.; Treasures Stolen from State Library of Fine Art -- Some Recovered.,france,,,france (paris),03,1907
https://query.nytimes.com/gst/abstract.html?res=9C0DEED9123EE033A25752C1A9629C946697D6CF,"COCKRELL REFUSES TO RETURN HOME; Commerce Commissioner's Son Ephraim in London, Seeking Employment. MYSTERY ABOUT HIS WIFE London Dispatch Says She Is with Him in England, but His Brother Says She Is in This Country.",united kingdom,united kingdom (england),,united kingdom (london),04,1907
https://query.nytimes.com/gst/abstract.html?res=9505EFDD133EE033A25757C1A9639C946697D6CF,MANY STRANDED AMERICANS.; Young Men in London Victims of Cattleship Companies.,united kingdom,,,united kingdom (london),05,1907
https://query.nytimes.com/gst/abstract.html?res=9407E5DA163EE233A25751C0A9609C946697D6CF,CHAMBERLAIN STILL ILL.; Arrives In London from France -- Unable to Walk Alone.,france,france (france),,united kingdom (london),06,1907
https://query.nytimes.com/gst/abstract.html?res=9D0DE2DE1F30E233A25752C2A9619C946697D6CF,SEOUL IN PERIL FROM RIOTERS; Disorder Growing in Magnitude -- City Is Facing a Reign of Terror. PLOT TO KILL MINISTERS Ex-Emperor Gives Instructions to Troop -- Discovery Made in Time. OFFICIALS' HOMES BURNED Japanese Use Artillery Against the Mob -- Former Ruler May Flee to Our Consulate.,japan,,japan (japanese),south korea (seoul),07,1907
https://query.nytimes.com/gst/abstract.html?res=9C01E3DF103EE033A25752C1A96E9C946697D6CF,MRS. McKEE ASKS DIVORCE.; Wife of Wealthy Pittsburger Alleges Cruelty -- Suit in Paris.,france,,,france (paris),08,1907
https://query.nytimes.com/gst/abstract.html?res=9404E0DB1F30E233A25750C1A96F9C946697D6CF,LONDON MUCH DISAPPOINTED.; Sorry the Blue Ribbon of the Atlantic Was Not Won.,united kingdom,,,united kingdom (london),09,1907
https://query.nytimes.com/gst/abstract.html?res=9E01EED6163EE233A25751C1A9669D946697D6CF,"ELOPING HEIRESS MAY BE IN LONDON; Former Miss Maloney and New Husband Thought to Have Arrived from Quebec. TALE OF A FORMER MARRIAGE A.H. Osborne, a Broker, Says He Married the Girl Secretly in December, 1905.",united kingdom,,,united kingdom (london),10,1907
https://query.nytimes.com/gst/abstract.html?res=980DE2DC173EE033A25751C1A9679D946697D6CF,CHEAP AUTOS IN DEMAND.; Many of Them Shown in Paris Salon -- High-Powered Cars Lower.,france,,,france (paris),11,1907
https://query.nytimes.com/gst/abstract.html?res=9A01E0DF113EE033A25752C2A9649D946697D6CF,AUTO RACE TO PARIS TO START FEB. 15; Contestants Will Leave Europe Feb 2 and Meet Here Later. START FROM TIMES SQUARE Paris Has Named Nine Entrants and One American Maker Has Decided to Send a Car.,france,,,france (paris),12,1907
https://query.nytimes.com/gst/abstract.html?res=9503EEDF1639E333A25756C0A9679C946997D6CF,CASTELLANE CALLS AT GOULD MANSION; Paris Society Wonders Whether His Former Wife Received the Fighting Count. PRINCE SAGAN HER GUEST? Said to be at Her Country Place -- She Denies Engagement and Reconciliation Rumors.,france,,,france (paris),01,1908
https://query.nytimes.com/gst/abstract.html?res=950CEFDA1F3EE233A25757C0A9649C946997D6CF,Franco Reported in Flight.,france,,france (franco),,02,1908
