web_url,headline,top,common,demonym,city,month,year,count
http://query.nytimes.com/gst/abstract.html?res=9800E7DA1030E132A25757C2A9639C946097D6CF,BRITISH ENGINES USELESS.,united kingdom,,united kingdom (british),,05,1901,27
http://query.nytimes.com/gst/abstract.html?res=9E01E5DB1139E733A25754C0A9609C946097D6CF,ATTACKS AMERICAN ENGINES.; British Railway Company Finds Them Expensive to Run -- Sir Alfred Hickman Writes Another Letter.,united kingdom,,united kingdom (british),,06,1901,26
http://query.nytimes.com/gst/abstract.html?res=9F0DEFD71139EF32A25752C2A9619C946097D6CF,A HENLEY DISPUTE.; Effort to Make the Regatta Purely a British Function -- A Supper for the Pennsylvanians.,united kingdom,,united kingdom (british),,07,1901,36
http://query.nytimes.com/gst/abstract.html?res=9D05E0DF1130E132A25750C0A96E9C946097D6CF,"THOUSANDS OF CAPE REBELS.; Between 7,000 and 8,000 Boers, Most of Them British Subjects, Said to be in the Colony.",united kingdom,south africa (boer),united kingdom (british),,08,1901,31
http://query.nytimes.com/gst/abstract.html?res=9B02E5D8143FE433A25753C2A96F9C946097D6CF,BRITISH LOSS OF 200 MEN.; Three Companies of Mounted Infantry Ambushed -- Five Officers and 150 Men Captured.,united kingdom,,united kingdom (british),,09,1901,37
http://query.nytimes.com/gst/abstract.html?res=9C07E3DC1E39E733A2575BC1A9669D946097D6CF,NATAL BORDER OPERATIONS.; Botha's Escape -- The British Gradually Inclosing the Boers Near Pongolabosch.,united kingdom,south africa (boer),united kingdom (british),brazil (natal),10,1901,65
http://query.nytimes.com/gst/abstract.html?res=9402E3D91E3BEE33A2575BC2A9679D946097D6CF,"AN IRISH M.P.'S SPEECH.; Patrick O'Brien Says the Germans Are ""Mad to be at England.""",united kingdom,united kingdom (england),germany (german) : ireland (irish),,11,1901,61
http://query.nytimes.com/gst/abstract.html?res=9404EED61E39E733A25753C2A9649D946097D6CF,DEFENDS THE BRITISH TROOPS.; Dr. Conan Doyle Writing a Pamphlet Answering Charges of Atrocities in South Africa.,united kingdom,south africa (south africa),united kingdom (british),,12,1901,68
http://query.nytimes.com/gst/abstract.html?res=9D02EED71430E733A25756C1A9679C946397D6CF,NOVEL VIEW OF THE ISTHMIAN CANAL TREATY; French Writer Says the Nicaragua Route Is Impossible. He Also Declares Great Britain Signed the Treaty Because She Knows Canal Will Not Be Built.,united kingdom,united kingdom (britain) : nicaragua (nicaragua),france (french),,01,1902,56
http://query.nytimes.com/gst/abstract.html?res=9E06E1DC1530E733A25756C0A9649C946397D6CF,"FOUGHT ON BOER SIDE; NOW DEFENDS ENGLAND; Count Sternberg Says Great Britain Is Misunderstood. He Declares that, After Visiting America, He Believes Europe's Real Enemy Is This Country.",united kingdom,united kingdom (england) : south africa (boer),,,02,1902,40
http://query.nytimes.com/gst/abstract.html?res=9F07E3DC1230E733A25757C2A9659C946397D6CF,CONVICTS TO BE REMOVED.; Those Leased by Sloss-Sheffield Iron Company to be Taken from Coalburg.,united kingdom,,,united kingdom (sheffield),03,1902,36
http://query.nytimes.com/gst/abstract.html?res=9501E2DB1230E733A25751C0A9629C946397D6CF,BRITISH SHIP MAXWELL LOST ?; Life Belt from Her Picked Up -- A Three-Masted Vessel Seen to Sink in the English Channel.,united kingdom,,united kingdom (british),,04,1902,39
http://query.nytimes.com/gst/abstract.html?res=9801E2DE1330E733A25751C1A9639C946397D6CF,"PRAISE AMERICAN GENEROSITY.; Paris Gaulois Commends the Vote of $100,000 by the Senate to Aid Martinique Victims.",france,martinique (martinique),,france (paris),05,1902,26
http://query.nytimes.com/gst/abstract.html?res=9501E6DD113DEE32A25752C0A9609C946397D6CF,PAUNCEFOTE'S SUCCESSOR.; There Has as Yet Been No Suggestion of an Appointment by the British Government.,united kingdom,,united kingdom (british),,06,1902,29
http://query.nytimes.com/gst/abstract.html?res=9D00EED9113BE733A25753C2A9619C946397D6CF,SANTOS-DUMONT'S AIRSHIP EXHIBITED; Trip to Statue of Liberty Expected Within Two Weeks. Contrivance Under Construction In a Shed at Brighton Beach -- The Inventor on the Way from France.,united kingdom,france (france),,brazil (santos) : united kingdom (brighton),07,1902,19
http://query.nytimes.com/gst/abstract.html?res=9D05E3DE1E30E132A25754C2A96E9C946397D6CF,FIGHT ON THE TRUSTS INTERESTS ENGLAND; Times Says President Has Broken with Party Wire Pullers.,united kingdom,united kingdom (england),,,08,1902,26
http://query.nytimes.com/gst/abstract.html?res=9D0CE3D8113DEE32A25756C0A96F9C946397D6CF,TO IMPORT ANTHRACITE COAL.; Eight Thousand Tons to be Brought Here from London -- Foreign Coal for Philadelphia Schools.,united kingdom,,,united kingdom (london),09,1902,15
http://query.nytimes.com/gst/abstract.html?res=9D00E6DB1E3DEE32A25753C3A9669D946397D6CF,"KRUGER DENOUNCES BRITISH PUBLIC MEN; Says Rhodes Made Use of Lying, Bribery and Treachery.",united kingdom,,united kingdom (british),,10,1902,17
http://query.nytimes.com/gst/abstract.html?res=9E07E6DC1E30E132A25752C1A9679D946397D6CF,"NEW LECTURER AT YALE.; Prof. Joseph J. Thomson of Cambridge, England, Chosen to Fill the Silliman Chair.",united kingdom,united kingdom (england),,,11,1902,18
http://query.nytimes.com/gst/abstract.html?res=9E03E0D71E3DEE32A25753C2A9649D946397D6CF,BRITAIN AND GERMANY AGREE TO ARBITRATE; Favorable Replies to Castro's Proposal Received.,united kingdom,germany (germany) : united kingdom (britain),,,12,1902,39
http://query.nytimes.com/gst/abstract.html?res=9503E1D91030E733A2575AC1A9679C946297D6CF,ENGLAND DOUBTS DR. LORENZ.; Her Surgeons Receive Him Coldly and Question His Methods.,united kingdom,united kingdom (england),,,01,1903,23
http://query.nytimes.com/gst/abstract.html?res=9A0CE0DF1339E333A25754C1A9649C946297D6CF,"COMMENT ON THE BLUE BOOK.; London Times Thinks It Will Not Alter Popular Opinion on the ""Venezuela Mess.""",united kingdom,venezuela (venezuela),,united kingdom (london),02,1903,25
http://query.nytimes.com/gst/abstract.html?res=9A05E4D81130E733A25754C0A9659C946297D6CF,"WANT BRITISH FRIENDSHIP; Recently Hostile Powers Now Said to be ""Wooing"" England. Views of Two Paris Papers -- A Berlin Journal on the New North Sea Naval Station.",united kingdom,united kingdom (england),united kingdom (british),germany (berlin) : france (paris),03,1903,17
http://query.nytimes.com/gst/abstract.html?res=9D05E4DE1F30E733A25756C2A9629C946297D6CF,"A JOINT PROTEST TO RUSSIA CONTEMPLATED; America, Britain, and Japan May Take Action. News of the Manchuria Demands Comes Like a Bombshell to London -- Explanations From St. Petersburg anxiously Awaited.",united kingdom,united kingdom (britain) : japan (japan) : russia (russia),,united kingdom (london) : russia (st. petersburg),04,1903,32
http://query.nytimes.com/gst/abstract.html?res=980CE2DC1639E433A25752C3A9639C946297D6CF,NO TRACE OF LORILLARD GEMS.; London and Paris Police Baffled in Search for Thieves.,united kingdom,,,france (paris) : united kingdom (london),05,1903,18
http://query.nytimes.com/gst/abstract.html?res=9400E2D71639E433A25756C1A9609C946297D6CF,RUNAWAY AT NEWPORT.; Automobile Occupied by Major Hall of the British Army and Mrs. Hall Scares Horses.,united kingdom,,united kingdom (british),,06,1903,14
http://query.nytimes.com/gst/abstract.html?res=9E01EFDF153AE63AA15754C0A9619C946297D6CF,"KISHINEFF MEMORIAL SERVICE IN LONDON.; Upward of 6,000 Jews Gather in the Great Assembly Hall at Mile End.",united kingdom,,,united kingdom (london),07,1903,22
http://query.nytimes.com/gst/abstract.html?res=9906E7D61739E433A25752C2A96E9C946297D6CF,CORRUPT TURKISH OFFICIALS.; Accused People of Being Agitators Unless They Sold Cattle for Next to Nothing.,turkey,,turkey (turkish),,08,1903,21
http://query.nytimes.com/gst/abstract.html?res=9502E3DE1439E433A25757C0A96F9C946297D6CF,MICHIGAN TROOPS IN CANADA.; Make a Pleasant Call on British Soldiers at Amherstburg.,united kingdom,canada (canada),united kingdom (british),,09,1903,20
http://query.nytimes.com/gst/abstract.html?res=9E06E2DD1039E333A25751C1A9669D946297D6CF,MANCHURIAN TREATY DEAD.; Russian Minister to China Announces That the Convention Providing for Evacuation Has Lapsed.,russia,china (china),russia (russian),,10,1903,23
http://query.nytimes.com/gst/abstract.html?res=9505E5D61439E433A25754C0A9679D946297D6CF,PANAMA REPUBLIC IS RECOGNIZED; Action Taken After Long Session of Cabinet. CONSULS ARE INSTRUCTED Nashville Sails from Colon to Prevent Rumored Intention of Colombian Gunboat to Land Troops--Consul-General Gudger to Return.,colombia,panama (panama),colombia (colombian),,11,1903,43
http://query.nytimes.com/gst/abstract.html?res=9D05EED61039E333A25755C1A9649D946297D6CF,SAYS PANAMA CRISIS WAS PERIL TO PEACE; Loom Is Intimates Action by Europe Was Apprehended. Assistant Secretary of State at Quill Club Dinner Warns Latin-American Nations -- Bunau-Varilla Also Speaks.,panama,panama (panama),,,12,1903,32
http://query.nytimes.com/gst/abstract.html?res=9E03E4D61530E23AA1575AC0A9679C946597D6CF,RUMOR OF A BATTLE.; Report of a Collision Between Russian and Japanese Fleets Discredited in London.,russia,,japan (japanese) : russia (russian),united kingdom (london),01,1904,57
http://query.nytimes.com/gst/abstract.html?res=9D01E2DC1230EE32A2575BC1A9649C946597D6CF,"""YELLOW PERIL"" EXPLOITED.; Paris Writers Represent Russia as the Emancipator of the White Races.",russia,russia (russia),,france (paris),02,1904,106
http://query.nytimes.com/gst/abstract.html?res=9A01E7D9103DE633A25752C2A9659C946597D6CF,DESPERATE FIGHTS OF TORPEDO CRAFT; Wireless Account of the Battles Off Port Arthur. FOES RIVALS IN HEROISM Japanese the Victors -- Port Arthur Still Closely Blockaded -- Japanese Skill at Vladivostok.,russia,,japan (japanese),russia (vladivostok),03,1904,62
http://query.nytimes.com/gst/abstract.html?res=9504EFDB1038E733A25755C1A9629C946597D6CF,WIRELESS TELLS OF FIGHT ON THE YALU; Dashing Exploit of Six Japanese Sailors In a Junk. PUT RUSSIAN POST TO FLIGHT Then Rout a Party in Another Junk But Are Driven Off By Superior Numbers.,russia,,japan (japanese) : russia (russian),,04,1904,57
http://query.nytimes.com/gst/abstract.html?res=9E05E0DA1230EE32A25751C1A9639C946597D6CF,PORT ARTHUR LINE LEFT TO RUSSIANS; Japanese Detachments That Cut It Recalled.,russia,,japan (japanese) : russia (russian),,05,1904,56
http://query.nytimes.com/gst/abstract.html?res=9D00E6D7173DE433A25755C2A9609C946597D6CF,"SAID TO HAVE LOST 16,000.; Russian Defeat in Great Battle Reported from Niu-Chwang.",russia,,russia (russian),,06,1904,46
http://query.nytimes.com/gst/abstract.html?res=9B02E7DC113DE633A2575AC1A9619C946597D6CF,"Gen. Kuropatkin's Report.; RUSSIANS LOSE 1,000 IN REPULSE AT PASS",russia,,russia (russian),,07,1904,39
http://query.nytimes.com/gst/abstract.html?res=990CE2DB113DE633A25757C0A96E9C946597D6CF,"JAPANESE VICTORIES COMPLETE.; Russians Lost Six Guns at Simu-Cheng -- Are Said to Have Left 1,500 Dead.",russia,,japan (japanese) : russia (russian),,08,1904,58
http://query.nytimes.com/gst/abstract.html?res=9800E1D71230E132A2575AC1A96F9C946597D6CF,SEAL POACHER'S SHIP SUNK.; Her British Skipper Captured by Russians Off Pribiloff Islands.,russia,,united kingdom (british) : russia (russian),,09,1904,48
http://query.nytimes.com/gst/abstract.html?res=9F06E0D71E3BE631A25752C0A9669D946597D6CF,"ANSWER TO RUSSIA'S MOVE.; 600,000 Trained Japanese Are to Join the Colors Immediately.",russia,russia (russia),japan (japanese),,10,1904,48
http://query.nytimes.com/gst/abstract.html?res=9F05E7D61230EE32A25753C1A9679D946597D6CF,BRITAIN WANTS RUSSIA AND JAPAN TO ARBITRATE; Lansdowne Makes Urgent Plea for Termination of War.,russia,united kingdom (britain) : japan (japan) : russia (russia),,,11,1904,41
http://query.nytimes.com/gst/abstract.html?res=9C0CE2DC163DE733A25753C1A9649D946597D6CF,HOST VAINLY HURLED TO DEATH ON FORTS; Assault on Eastern Port Arthur Works Failed. BOMBPROOF MAZE INSIDE Bayonets and Hand Grenades No Match for Hail of Bullets. BURNING PITS STOPPED CHARGE Russians Shot Russians Who Tried to Retreat -- Heroic Japanese Forces Annihilated Inside the Forts.,russia,,japan (japanese) : russia (russian),,12,1904,31
http://query.nytimes.com/gst/abstract.html?res=9B07E0DA113CE433A25750C1A9679C946497D6CF,RUSSIA NOW THREATENS AN ATTACK ON CHINA; Circular to Powers Alleges Violations of Neutrality. RIGHT TO ACT IS CLAIMED The Czar's Government Argues That China Is Unable to Fulfill Her Obligations.,russia,china (china) : russia (russia),,,01,1905,42
http://query.nytimes.com/gst/abstract.html?res=9C00E5DE1F3BE631A25751C0A9649C946497D6CF,FROZEN BATTLEMENTS STOPPED CZAR'S SHELLS; Japan's Icy Earthworks Impenetrable as Granite. TORTURE IN SMALLEST WOUND Men Injured in Recent Battle Died If They Were Left an Hour -- Russian Artillery Still Active.,russia,japan (japan),russia (russian),,02,1905,36
http://query.nytimes.com/gst/abstract.html?res=9D01E3DA113BE631A2575AC2A9659C946497D6CF,RUSSIA OUTLINES TERMS ACCEPTABLE; Negotiations for Peace Assume a Definite Shape. AMERICA AN INTERMEDIARY? This Country and France Are Said to Have Initiated the Movement to End the War.,russia,france (france) : russia (russia),,,03,1905,46
http://query.nytimes.com/gst/abstract.html?res=9505E1D7133AE733A25751C2A9629C946497D6CF,DASH TO VLADIVOSTOK BY RUSSIAN SQUADRON?; St. Petersburg Hears Ships Have Left Kamranh Bay. FRANCE ROUSED TO ACTION Takes Steps to Enforce Neutrality in Indo-Chinese Waters -- Orders Cruiser Diana Disarmed.,russia,france (france),russia (russian) : indo-china (indo-chinese),russia (st. petersburg),04,1905,27
http://query.nytimes.com/gst/abstract.html?res=9F07E6DB173DE733A25752C3A9639C946497D6CF,FIGHT AS FIGURED IN RUSSIA.; Nebogatoff's Surrender Regarded as a Disgrace.,russia,russia (russia),,,05,1905,51
http://query.nytimes.com/gst/abstract.html?res=9D01E0D71738EF32A25754C1A9609C946497D6CF,CURTAIN DROPPED ON BATTLE.; Russians Give Only Four Days' Old News from Manchuria.,russia,,russia (russian),,06,1905,63
http://query.nytimes.com/gst/abstract.html?res=9E05EED61E3DE633A25754C0A9619C946497D6CF,RUSSIA ASKS AN ARMISTICE.; Representations Direct to Japan -- No Reply Made.,russia,japan (japan) : russia (russia),,,07,1905,33
http://query.nytimes.com/gst/abstract.html?res=9E07E4D6133EE733A25755C0A96E9C946497D6CF,TELL RUSSIANS NOT TO FIGHT.; Japanese Proclamations Declare That Peace Is Near.,russia,,japan (japanese) : russia (russian),,08,1905,47
http://query.nytimes.com/gst/abstract.html?res=9C07EED71431E733A2575BC0A96F9C946497D6CF,JAPANESE CAPITAL UNDER MARTIAL LAW; Ten Christian Churches Burned -- Marquis Ito Stoned. HARRIMAN PARTY ATTACKED American Slightly Hurt -- Part of Home Minister's House Destroyed -- Legations Guarded.,japan,,japan (japanese),,09,1905,28
http://query.nytimes.com/gst/abstract.html?res=9803E2D6103AE733A25757C2A9669D946497D6CF,"MIGHTY ARMY FACED JAPANESE; Attaches Say Russia Had Considerably Over 1,000,000 Men.",russia,russia (russia),japan (japanese),,10,1905,17
http://query.nytimes.com/gst/abstract.html?res=9C00E2D6113BE631A25751C2A9679D946497D6CF,"PERKINS BACK, SILENT ABOUT RUSSIAN LOAN; Angry at Government Inspector's Questions on the Boat. DIDN'T SEE ""JUDGE"" HAMILTON No Trouble Getting Out of St. Petersburg -- Report of Conditions There Exaggerated, He Says.",russia,,russia (russian),bermuda (hamilton) : canada (hamilton) : russia (st. petersburg),11,1905,36
http://query.nytimes.com/gst/abstract.html?res=9F01E3D91F3DE633A25754C2A9649D946497D6CF,REBELS AT MOSCOW MAKING LAST STAND; Gen. Doubassoff Waiting to Give Them the Coup de Grace. LEADERS OF REDS CAPTURED Entire Fighting Committee Caught While Planning an Armed Revolt in St. Petersburg.,russia,,,russia (st. petersburg),12,1905,50
http://query.nytimes.com/gst/abstract.html?res=9D05E6DE103EE733A25751C0A9679C946797D6CF,WANT DENIAL BY PRESIDENT.; Suggestion by London Times and a Parliamentary Candidate.,united kingdom,,,united kingdom (london),01,1906,22
http://query.nytimes.com/gst/abstract.html?res=9F0DE6DC1531E733A2575AC1A9649C946797D6CF,LOUBET TO FALLIERES: PEACE WILL CONTINUE; Ex-French President Says So as He Welcomes His Successor. ROUVIER CABINET RETAINED Crowds Cheer and Guns Throughout France Fire Salutes as New Chief Executive Is Installed.,france,france (france),france (french),,02,1906,15
http://query.nytimes.com/gst/abstract.html?res=9907E0DA1531E733A25754C0A9659C946797D6CF,GERMAN SURRENDER TO FRANCE REPORTED; Russia's Proposal at Algeciras Said to Have Been Accepted. MOROCCO MAY BE OBSTINATE Officials Say They Will Not Agree to Any Measures They Disapprove -- German Pressure on Italy.,germany,france (france) : italy (italy) : morocco (morocco) : russia (russia),germany (german),,03,1906,19
http://query.nytimes.com/gst/abstract.html?res=9F04E7DD113EE733A25752C0A9629C946797D6CF,A DENIAL BY IRELAND.; He Says That His Present Visit to Rome Is Purely Personal.,italy,ireland (ireland),,italy (rome),04,1906,11
http://query.nytimes.com/gst/abstract.html?res=9804E4D7113EE733A25750C1A9639C946797D6CF,"ROB MRS. E. LOWBER WELSH.; Ex-Butler Suspected of Having Stolen Over $10,000 Worth of Jewels.",united kingdom,,united kingdom (welsh),,05,1906,18
http://query.nytimes.com/gst/abstract.html?res=9F00E4DE1E3BE631A2575AC1A9609C946797D6CF,AMERICANS HELD IN LONDON.; Thousands of Pounds Involved in Alleged Mine Swindling Case.,united kingdom,,,united kingdom (london),06,1906,21
http://query.nytimes.com/gst/abstract.html?res=9C07E6DF1F3EE733A25755C2A9619C946797D6CF,"$500,000 Fire at Leeds.",united kingdom,,,united kingdom (leeds),07,1906,23
http://query.nytimes.com/gst/abstract.html?res=9F01E1DD1F3EE733A25756C0A96E9C946797D6CF,FIGHT A MOSQUITO ARMY.; Crew of a British Steamer Have a Long and Desperate Battle.,united kingdom,,united kingdom (british),,08,1906,26
http://query.nytimes.com/gst/abstract.html?res=980DE5D61F3EE733A25755C2A96F9C946797D6CF,PALMA ABDICATES TO FORCE US TO ACT; All His Supporters in Congress Quit with Him. TO LEAVE NO GOVERNMENT Moderates Sure the United States Must Step In. MR. TAFT IS DISGUSTED Says the Situation Seems to Demand the Use of Force -More Ships and Men Rushed to Cuba. PALMA ABDICATES TO FORCE US TO ACT,cuba,cuba (cuba),,,09,1906,27
http://query.nytimes.com/gst/abstract.html?res=9D05E1DD1631E733A25750C1A9669D946797D6CF,NEW SPELLING IN SCOTLAND.; Principal of St. Andrew's University Praises the Reform Movement.,united kingdom,united kingdom (scotland),,,10,1906,33
http://query.nytimes.com/gst/abstract.html?res=9B02EFD61231E733A25756C0A9679D946797D6CF,"CHINESE PIRATES' HAUL.; British and Native Vessels Seized -$10,000 Booty Captured.",united kingdom,,china (chinese) : united kingdom (british),,11,1906,24
http://query.nytimes.com/gst/abstract.html?res=950DE2DF1731E733A25754C0A9649D946797D6CF,AMBASSADOR SHOULD BE RICH; Briton Pleads for Higher Salary for the Envoy to Washington.,united kingdom,united kingdom (briton),,,12,1906,26
http://query.nytimes.com/gst/abstract.html?res=9803E3D61130E233A25750C1A9679C946697D6CF,FAVOR ROOT'S VISIT.; British Think Trip to Canada Would Aid in Settling Disputes.,united kingdom,canada (canada),united kingdom (british),,01,1907,23
http://query.nytimes.com/gst/abstract.html?res=9907E5D6153EE033A2575BC0A9649C946697D6CF,JAPANESE GETTING ANGRY.; Indignant Over the False Reports Published in This Country.,japan,,japan (japanese),,02,1907,24
http://query.nytimes.com/gst/abstract.html?res=9B02E1DF1738E033A25755C1A9659C946697D6CF,"DIPLOMAT IN QUARANTINE.; M. Lefaivre, French Minister to Cuba, Is Held on La Champagne.",france,cuba (cuba),france (french),,03,1907,11
http://query.nytimes.com/gst/abstract.html?res=9401E7D6123EE033A25753C2A9629C946697D6CF,PREDICTS WAR FOR MASTERY IN PACIFIC; Australian Premier Thinks England Will Have to Fight Germany and Japan. PILGRIMS GIVE BIG DINNER Lord Roberts Presides at Entertainment in London in Honor of Delegates to Colonial Conference.,united kingdom,germany (germany) : united kingdom (england) : japan (japan),australia (australian),united kingdom (london),04,1907,14
http://query.nytimes.com/gst/abstract.html?res=9C02EFDA143EE733A25752C3A9639C946697D6CF,CROKERS ARE RECONCILED.; Wife Engages Rooms for Tammany Ex-Chief at London Hotel.,united kingdom,,,united kingdom (london),05,1907,18
http://query.nytimes.com/gst/abstract.html?res=9802E1D71E30E233A25751C1A9609C946697D6CF,"BOOK BY DR. PARKHURST.; Arriving in Paris, He Says He Is Thinking of Writing One.",france,,,france (paris),06,1907,27
http://query.nytimes.com/gst/abstract.html?res=9E0CEFD8133EE033A25753C1A9619C946697D6CF,AOKI TO RETURN TO JAPAN.; Will Defend His Pacific Policy -- Metcalf Scouts Talk of War.,japan,japan (japan),,,07,1907,27
http://query.nytimes.com/gst/abstract.html?res=9C0DEED6133EE033A25751C0A96E9C946697D6CF,TO TEST WRIGHT AIRSHIP.; France to Give American Invention a Secret Trial.,france,france (france),,,08,1907,15
http://query.nytimes.com/gst/abstract.html?res=9C00E0D61E3EE233A25751C2A96F9C946697D6CF,"JAPANESE DRIVEN AWAY.; Miners Escorted to a Steamer at Atlin, British Columbia.",united kingdom,,united kingdom (british) : japan (japanese),,09,1907,16
http://query.nytimes.com/gst/abstract.html?res=9B0CEED91F30E233A25752C1A9669D946697D6CF,MAILS MAY LAND AT HOLYHEAD; Welsh Port May Oust Queenstown as Steamers' Place of Call.,united kingdom,,united kingdom (welsh),,10,1907,19
http://query.nytimes.com/gst/abstract.html?res=9D00E5DB1738E033A25753C2A9679D946697D6CF,FELL WITH HIS AEROPLANE.; Count Henri de la Vaulx Narrowly Escaped Death in Paris.,france,,,france (paris),11,1907,24
http://query.nytimes.com/gst/abstract.html?res=9901E1DE153EE733A2575AC0A9649D946697D6CF,FRANCO MAKES AN OFFER.; If Portuguese Behave Well Dictatorship Will End in April.,france,,france (franco) : portugal (portuguese),,12,1907,23
http://query.nytimes.com/gst/abstract.html?res=9D0DE1DD113EE033A25752C2A9679C946997D6CF,PARIS WITHOUT CABS.; Drivers Withdraw Their Vehicles and Hold Indignation Meeting.,france,,,france (paris),01,1908,28
http://query.nytimes.com/gst/abstract.html?res=9B06E2DC113EE033A25753C1A9649C946997D6CF,"PARIS RACERS TRY THE ROAD; Take a Spin as Far as Dobbs Ferry in Preparation for Contest. ITALIAN CLUB DINES THEM Thousands of Folk Expected to Witness the Real Start at 11 A.M. Wednesday. A DAY OF SIGHTSEEING The Foreigners Interested In the Tall Buildings, Gen. Grant's Tomb, and the Roads Hereabout.",france,,italy (italian),france (paris),02,1908,30
